Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
1178;40069606;Volksbank Erle eG.;Erle;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1179;40069622;Volksbank Seppenrade eG.;Seppenrade;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1180;40069709;Volksbank Lembeck-Rhade eG.;Lembeck-Rhade;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1181;40069716;VB Südkirchen-Cap.-Nordkirchen;Südkirchen;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1182;40070024;Deutsche Bank Privat und Geschäftskunden AG;Coesfeld;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1183;40070024;Deutsche Bank Privat und Geschäftskunden AG;Dülmen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1184;40070024;Deutsche Bank Privat und Geschäftskunden AG;Greven, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1185;40070024;Deutsche Bank Privat und Geschäftskunden AG;Münster, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1186;40070024;Deutsche Bank Privat und Geschäftskunden AG;Steinfurt, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1187;40070024;Deutsche Bank Privat und Geschäftskunden AG;Warendorf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1188;40070080;Deutsche Bank AG;Greven, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1189;40070080;Deutsche Bank AG;Steinfurt, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1190;40070080;Deutsche Bank AG;Dülmen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1191;40070080;Deutsche Bank AG;Münster, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1192;40070080;Deutsche Bank AG;Warendorf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1193;40070080;Deutsche Bank AG;Coesfeld;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1194;40090900;PSD Bank Westfalen-Lippe;Münster, Westf;Fiducia & GAD IT AG;BVR;hbci01.fiducia.de;;;;;;;;;;;;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;07.01.2013;;;;;
1195;40153768;Sparkasse Emsdetten-Ochtrup;Emsdetten-Ochtrup;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl1.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl1.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1196;40154006;Stadtsparkasse Gronau;Gronau ;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl3.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl3.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1197;40154476;Stadtsparkasse Lengerich;Lengerich;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl5.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl5.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1198;40154530;Sparkasse Westmünsterland;Coesfeld;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl6.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl6.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1199;40160050;Volksbank Münster eG;Münster;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1200;40163720;VB Nordmünsterland Mitte eG;Nordmünsterland;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1201;40164024;Volksbank Gronau-Ahaus eG;Gronau-Ahaus;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1202;40164256;VB Laer-Horstmar-Leer eG;Laer-Horstmar-Leer;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1203;40164352;Volksbank Nottuln eG;Nottuln;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1204;40164352;Volksbank Nottuln eG;Nottuln;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1205;40164528;Volksbank Lüdinghausen-Olfen;Lüdinghausen-Olfen;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1206;40164618;Volksbank Ochtrup eG;Ochtrup;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1207;40164901;Spadaka Gescher eG;Gescher;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1208;40165366;Volksbank Selm-Bork eG.;Selm-Bork;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1209;40340030;Commerzbank;Rheine;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1210;40340030;Commerzbank;Ibbenbüren;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1211;40350005;Stadtsparkasse Rheine;Rheine;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl1.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl1.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1212;40351060;Kreissparkasse Steinfurt;Steinfurt;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl5.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl5.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1213;40361627;VB Westerkappeln-Wersen eG.;Westerkappeln-Wersen;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1214;40361906;Ibbenbürener Volksbank eG;Ibbenbüren;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1215;40363433;Volksbank Hörstel eG;Hörstel;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1216;40370024;Deutsche Bank Privat und Geschäftskunden AG;Ahaus;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1217;40370024;Deutsche Bank Privat und Geschäftskunden AG;Emsdetten;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1218;40370024;Deutsche Bank Privat und Geschäftskunden AG;Gronau (Westf.);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1219;40370024;Deutsche Bank Privat und Geschäftskunden AG;Ibbenbüren;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1220;40370024;Deutsche Bank Privat und Geschäftskunden AG;Rheine;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1221;40370024;Deutsche Bank Privat und Geschäftskunden AG;Stadtlohn;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1222;40370024;Deutsche Bank Privat und Geschäftskunden AG;Vreden;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1223;40370079;Deutsche Bank AG;Emsdetten;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1224;40370079;Deutsche Bank AG;Ahaus;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1225;40370079;Deutsche Bank AG;Gronau (Westf.);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1226;40370079;Deutsche Bank AG;Vreden;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1227;40370079;Deutsche Bank AG;Stadtlohn;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1228;40370079;Deutsche Bank AG;Rheine;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1229;40370079;Deutsche Bank AG;Ibbenbüren;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1230;41040018;Commerzbank;Ahlen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1231;41040018;Commerzbank;Hamm;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1232;41050095;Sparkasse Hamm;Hamm;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl5.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl5.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1233;41051605;Stadtsparkasse Werne;Werne;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl1.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl1.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1234;41051845;Sparkasse Bergkamen-Bönen;Ibbenbüren;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl6.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl6.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1235;41060120;Volksbank Hamm eG.;Hamm;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1236;41061011;Spadaka Bockum-Hövel eG.;Bockum-Hövel;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1237;41061903;BAG Bankaktiengesellsch. Hamm;Hamm;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1238;41062215;Volksbank Bönen eG;Bönen;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1239;41070024;Deutsche Bank Privat und Geschäftskunden AG;Ahlen, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1240;41070024;Deutsche Bank Privat und Geschäftskunden AG;Hamm, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1241;41070049;Deutsche Bank AG;Ahlen, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1242;41070049;Deutsche Bank AG;Hamm, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1243;41250035;Sparkasse Beckum-Wadersloh;Beckum-Wadersloh;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl2.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl2.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1244;41260006;Volksbank Beckum eG.;Beckum;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1245;41261324;Volksbank Enniger Ostenf. Westkirchen;Enniger;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1246;41261419;Volksbank Ahlen Sassenberg Warendorf eG;Ahlen;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;20.06.2015;;;;;
1247;41262501;Volksbank Ahlen Sassenberg Warendorf eG;Ahlen;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;20.06.2015;;;;;
1248;41262621;Volksbank 2000 eG.;Warendorf;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1249;41440018;Commerzbank;Soest;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1250;41450075;Sparkasse Soest;Soest;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl3.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl3.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1251;41451750;Sparkasse Werl;Werl;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl1.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl1.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1252;41460116;Volksbank Hellweg eG.;Hellweg;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1253;41462295;Volksbank Wickede (Ruhr) eG;Wickede;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1254;41650001;Sparkasse Lippstadt;Lippstadt;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl4.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl4.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1255;41651770;Sparkasse Hochsauerland;Brilon;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl5.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl5.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1256;41651815;Sparkasse Erwitte-Anröchte;Erwitte-Anröchte;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl4.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl4.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1257;41651965;Sparkasse Geseke;Geseke;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl4.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl4.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1258;41660124;Volksbank Lippstadt eG;Lippstadt;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1259;41661206;Volksbank Anröchte eG;Anröchte;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1260;41661504;Volksbank Benninghausen eG;Benninghausen;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1261;41661719;Volksbank Brilon eG.;Brilon;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1262;41662465;Volksbank Störmede eG;Störmede;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1263;41663335;Volksbank Hörste eG;Hörste;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
1264;41670024;Deutsche Bank Privat und Geschäftskunden AG;Brilon;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1265;41670024;Deutsche Bank Privat und Geschäftskunden AG;Lippstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1266;41670024;Deutsche Bank Privat und Geschäftskunden AG;Soest, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1267;41670024;Deutsche Bank Privat und Geschäftskunden AG;Werl;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1268;41670027;Deutsche Bank AG;Lippstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1269;41670028;Deutsche Bank AG;Brilon;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1270;41670029;Deutsche Bank AG;Soest, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1271;41670030;Deutsche Bank AG;Werl;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1272;42040040;Commerzbank;Gelsenkirchen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010;;;;;
1273;42050001;Sparkasse Gelsenkirchen;Gelsenkirchen;Finanz Informatik GmbH & Co. KG;DSGV;banking-wl3.s-fints-pt-wl.de;nicht unterstützt;3.0;ja;;;;;;;;;;;;;;https://banking-wl3.s-fints-pt-wl.de/fints30;FinTS V3.0;21.07.2015;;;;;
1274;42070024;Deutsche Bank Privat und Geschäftskunden AG;Bottrop;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1275;42070024;Deutsche Bank Privat und Geschäftskunden AG;Datteln;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1276;42070024;Deutsche Bank Privat und Geschäftskunden AG;Dorsten;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1277;42070024;Deutsche Bank Privat und Geschäftskunden AG;Gelsenkirchen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1278;42070024;Deutsche Bank Privat und Geschäftskunden AG;Gladbeck;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1279;42070024;Deutsche Bank Privat und Geschäftskunden AG;Herten, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1280;42070024;Deutsche Bank Privat und Geschäftskunden AG;Marl, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1281;42070024;Deutsche Bank Privat und Geschäftskunden AG;Recklinghausen, Westf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1282;42070062;Deutsche Bank AG;Gladbeck;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1283;42070062;Deutsche Bank AG;Gelsenkirchen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
1284;42070062;Deutsche Bank AG;Bottrop;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;10.06.2013;;;;;
